CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL481526	467692	CHEMBL481526	467692		23	271.35	3.8	21.7	0	CCOc1ccc(Oc2ccccc2CN(C)C)cc1	2451727	IC50	=	6400	nM	5.19	IC50	=	6400	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	487516	CHEMBL1012268	B	Inhibition of [3H]DA reuptake at human dopamine transporter expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	43793	CHEMBL1155050	18571404	Bioorg. Med. Chem. Lett.	2008	18	14	4018	722	CHEMBL3307715	HEK293
CHEMBL465123	473109	CHEMBL465123	473109	SEPROXETINE	(S)-3	295.3	3.6	35.25	0	NCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2	2263587	IC50	=	6488	nM	5.19	IC50	=	6488	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	560770	CHEMBL1011737	B	Inhibition of [3H]DA from human recombinant DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	44983	CHEMBL1139269	19014888	Bioorg. Med. Chem.	2009	17	1	337	722	CHEMBL3307715	HEK293
CHEMBL1204410	678361	CHEMBL1077209	615756		16b, enantiomer II	330.44	2.87	57.79	0	Cl.CNCCCC1Cc2ccccc2N(c3ccccc3)S1(=O)=O	3185320	IC50	=	6600	nM	5.18	IC50	=	6.6	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	617686	CHEMBL1101482	B	Displacement of [3H]WIN-35428 from human recombinant DAT expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	50512	CHEMBL1155376	20153188	Bioorg. Med. Chem. Lett.	2010	20	5	1555	449	CHEMBL3308072	CHO
CHEMBL256019	436787	CHEMBL256019	436787		rac-9p	260.33	.28	55.56	0	NCC1CC1(C(=O)N2CCOCC2)c3ccccc3	2100231	IC50	=	7400	nM	5.13	IC50	=	7400	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL1829335	1176030	CHEMBL1829335	1176030	IRDABISANT	8a, CEP-26401, irdabisant	313.39	2.47	53.93	0	C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)C=C3	6319284	IC50	=	9400	nM	5.03	IC50	=	9.4	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	761642	CHEMBL1816546	B	Inhibition of recombinant human dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	58513	CHEMBL1811886	21634396	J. Med. Chem.	2011	54	13	4781			
CHEMBL452429	511423	CHEMBL452429	511423		10-II	303.78	3.55	30.49	0	CNC[C@H]1COc2ccccc2[C@H]1Oc3ccccc3Cl	2243509	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510093	CHEMBL998747	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44164	CHEMBL1156588	18672364	Bioorg. Med. Chem. Lett.	2008	18	16	4491	722	CHEMBL3307715	HEK293
CHEMBL403370	425845	CHEMBL403370	425845		R-22	303.42	1.78	87.46	0	CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2nc3ccccc3s2	2170845	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL256021	436790	CHEMBL256021	436790		rac-6f	334.45	1.66	50.8	0	CCN(CC)C(=O)C1(CC1CNCC(OC)OC)c2ccccc2	2100255	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL272285	436694	CHEMBL272285	436694		rac-9r	272.39	1.96	46.33	0	NCC1CC1(C(=O)N2CCCCCC2)c3ccccc3	2100229	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL404013	427140	CHEMBL404013	427140		12d	312.41	1.88	55.56	0	NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2ccc3OCCc3c2	2169433	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL487869	447982	CHEMBL487869	447982		cis-13e	283.36	3.39	21.7	0	COc1ccccc1O[C@H]2C[C@@H](N(C)C)c3ccccc23	2447211	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	491607	CHEMBL945183	B	Inhibition of dopamine uptake at human DAT in human HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44487	CHEMBL1157521	18550369	Bioorg. Med. Chem. Lett.	2008	18	14	4224	722	CHEMBL3307715	HEK293
CHEMBL410055	427684	CHEMBL410055	427684		12h	326.43	2.66	55.56	0	CCCN(CC#CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2	2169429	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL1173770	651269	CHEMBL1173770	651269		4q	347.45	4.08	41.48	0	C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)c3cccc4ccccc34	3360076	IC50	=	10000	nM	5	IC50	=	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	641576	CHEMBL1176113	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	51842	CHEMBL1177712	20509659	J. Med. Chem.	2010	53	12	4731	722	CHEMBL3307715	HEK293
CHEMBL498509	511373	CHEMBL498509	511373		37	269.34	2.94	44.48	0	Cc1ccccc1O[C@@H]2[C@H](CN)COc3ccccc23	2242139	IC50	>	10000	nM		IC50	>	10000	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL454675	452290	CHEMBL454675	452290		28-I	299.36	2.43	50.72	0	CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccccc3OC	2591145	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	558435	CHEMBL963841	B	Inhibition of dopamine uptake at human DAT transfected in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44914	CHEMBL1152169	18954981	Bioorg. Med. Chem. Lett.	2008	18	23	6151			
CHEMBL505439	511259	CHEMBL505439	511259		47	331.43	2.92	63.78	0	CNC[C@H]1CS(=O)(=O)c2ccccc2[C@@H]1Oc3ccccc3C	2242130	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL498495	511257	CHEMBL498495	511257		7-I	283.36	3.37	30.49	0	CNC[C@H]1COc2ccccc2[C@@H]1Oc3ccccc3C	2243516	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510093	CHEMBL998747	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44164	CHEMBL1156588	18672364	Bioorg. Med. Chem. Lett.	2008	18	16	4491	722	CHEMBL3307715	HEK293
CHEMBL257964	425941	CHEMBL257964	425941		R-14	252.38	1.24	74.56	0	CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccs2	2170854	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL448375	511344	CHEMBL448375	511344		40	303.78	3.34	30.49	0	CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3Cl	2242136	IC50	>	10000	nM		IC50	>	10000	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL595063	594380	CHEMBL595063	594380	(S)-NORDULOXETINE	(S)-10b, (S)-Norduloxetine	283.39	3.41	63.48	0	NCC[C@H](Oc1cccc2ccccc12)c3cccs3	3073036	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	602898	CHEMBL1038441	B	Inhibition of [3H]DA reuptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			49267	CHEMBL1152596	19740668	Bioorg. Med. Chem.	2009	17	19	6890	722	CHEMBL3307715	HEK293
CHEMBL496285	511262	CHEMBL496285	511262		55	313.39	3.01	39.72	0	CCOc1ccccc1O[C@@H]2[C@@H](CNC)OCc3ccccc23	2242122	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL406789	427635	CHEMBL406789	427635		14b	302.37	1.32	64.79	0	CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCOc3c2	2169426	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL481695	468125	CHEMBL481695	468125		45	354.32	4.59	64.79	0	CN(C)Cc1cc(ccc1Oc2ccc(OC(F)(F)F)cc2)C(=O)N	2451705	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	487516	CHEMBL1012268	B	Inhibition of [3H]DA reuptake at human dopamine transporter expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			43793	CHEMBL1155050	18571404	Bioorg. Med. Chem. Lett.	2008	18	14	4018	722	CHEMBL3307715	HEK293
CHEMBL505902	511367	CHEMBL505902	511367		4	281.39	4.22	12.47	0	CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc3ccccc3C	2242150	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL507379	452510	CHEMBL507379	452510		30-I	299.36	1.84	61.72	0	CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccccc3CO	2591147	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	558435	CHEMBL963841	B	Inhibition of dopamine uptake at human DAT transfected in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44914	CHEMBL1152169	18954981	Bioorg. Med. Chem. Lett.	2008	18	23	6151			
CHEMBL522065	511383	CHEMBL522065	511383		53	297.39	3.62	30.49	0	CCc1ccccc1O[C@@H]2[C@@H](CNC)OCc3ccccc23	2242124	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL504606	511336	CHEMBL504606	511336		4-II	283.36	3.17	30.49	0	CNC[C@H]1OCc2ccccc2[C@H]1Oc3ccccc3C	2243521	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510093	CHEMBL998747	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44164	CHEMBL1156588	18672364	Bioorg. Med. Chem. Lett.	2008	18	16	4491	722	CHEMBL3307715	HEK293
CHEMBL272530	436180	CHEMBL272530	436180		rac-9h	274.4	1.87	46.33	0	CCN(C(=O)C1(CC1CN)c2ccccc2)C(C)(C)C	2100239	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL257603	425798	CHEMBL257603	425798		R-26b	250.36	.87	74.57	0	CN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	2170840	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL521392	447981	CHEMBL521392	447981		cis-13d	267.37	3.9	12.47	0	CN(C)[C@@H]1C[C@H](Oc2ccccc2C)c3ccccc13	2447212	IC50	=	10000	nM	5	IC50	=	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	491607	CHEMBL945183	B	Inhibition of dopamine uptake at human DAT in human HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	44487	CHEMBL1157521	18550369	Bioorg. Med. Chem. Lett.	2008	18	14	4224	722	CHEMBL3307715	HEK293
CHEMBL405462	427336	CHEMBL405462	427336		rac-6	260.37	1.56	46.33	0	CCN(CC)C(=O)C1(CC1(C)CN)c2ccccc2	2169405	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL574543	569024	CHEMBL574543	569024		7h	337.43	2.11	72.06	0	COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)S(=O)(=O)C)N2C	2918199	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	587777	CHEMBL1040428	B	Displacement of [3H]WIN-35428 from DAT	1	Scientific Literature				Intermediate	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			48405	CHEMBL1154083	19523837	Bioorg. Med. Chem.	2009	17	14	5126			
CHEMBL524798	511339	CHEMBL524798	511339		41	269.34	2.73	44.48	0	Cc1ccccc1O[C@@H]2[C@H](CN)OCc3ccccc23	2242135	IC50	>	10000	nM		IC50	>	10000	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL439423	425706	CHEMBL439423	425706		R-26i	248.34	1.44	74.57	0	CN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	2170833	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL255839	436330	CHEMBL255839	436330		rac-9a	218.29	.73	55.12	0	CCNC(=O)[C@@]1(CC1CN)c2ccccc2	2100246	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL505433	511375	CHEMBL505433	511375		39	283.36	3.17	30.49	0	CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3C	2242137	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL264678	427515	CHEMBL264678	427515		15a	304.38	1.07	64.79	0	CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2	2169417	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL637	27278	CHEMBL637	27278	VENLAFAXINE	1	277.4	3.02	32.7	0	COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2	3285115	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	632362	CHEMBL1115567	B	Displacement of [3H]WIN-35428 form human DAT expressed in CHO cell membranes	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			51128	CHEMBL1158540	20378347	Bioorg. Med. Chem. Lett.	2010	20	9	2809			
CHEMBL180101	302799	CHEMBL180101	302799	ESREBOXETINE	20	313.39	3.08	39.72	0	CCOc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3	2243498	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510093	CHEMBL998747	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44164	CHEMBL1156588	18672364	Bioorg. Med. Chem. Lett.	2008	18	16	4491	722	CHEMBL3307715	HEK293
CHEMBL249329	417691	CHEMBL249329	417691		9k	250.34	3.21	27.03	0	CN(C)CC1CC1c2cccc3c(cccc23)C#N	2043401	IC50	=	12000	nM	4.92	IC50	=	12	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	457379	CHEMBL940970	B	Inhibition of DAT	1	Scientific Literature				Intermediate	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			37764	CHEMBL1139814	17766113	Bioorg. Med. Chem. Lett.	2007	17	20	5647			
CHEMBL381315	341617	CHEMBL381315	341617		39	443.34	.83	103.88	0	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(C(=O)O)c(NS(=O)(=O)C)cc13	1694350	IC50	=	12900	nM	4.89	IC50	=	12900	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	339939	CHEMBL862305	B	Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	30861	CHEMBL1139648	16314097	Bioorg. Med. Chem. Lett.	2006	16	5	1434	722	CHEMBL3307715	HEK293
